News,Tag,NewsLink
"A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube alongside a claim that it shows a drone launching fireworks at people who breached a curfew in Malaysia during a nationwide coronavirus lockdown.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-hundreds-of-thousands-of-times-on-facebook-twitter-and-youtube-alongside-a-claim-that-it-shows-a-drone-launching-fireworks-at-people-who-breached-a-curfew-in-malaysia-during-a
Photo of the “crying president of Italy” with a caption arguing how Italy was not prepared to deal with the coronavirus outbreak despite having adequate health facilities.,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-the-crying-president-of-italy-with-a-caption-arguing-how-italy-was-not-prepared-to-deal-with-the-coronavirus-outbreak-despite-having-adequate-health-facilities
A drug made from cow urine or pigeon membrane can cure coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-drug-made-from-cow-urine-or-pigeon-membrane-can-cure-coronavirus
"Drauzio Varella, one of Brazil’s most famous doctors, stated in a video on March 22: there’s no coronavirus crisis, this is just a strong cold, there’s no reason for changing your routine unless you are infected.",FALSE,https://www.poynter.org/?ifcn_misinformation=drauzio-varella-one-of-brazils-most-famous-doctors-stated-in-a-video-on-march-22-theres-no-coronavirus-crisis-this-is-just-a-strong-cold-theres-no-reason-for-changing-your-routine-unless-you-a
A purported emergency notice from Australian authorities has been shared hundreds of times in multiple posts on Facebook and Twitter. It states people can receive free home visits from doctors during the novel coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-purported-emergency-notice-from-australian-authorities-has-been-shared-hundreds-of-times-in-multiple-posts-on-facebook-and-twitter-it-states-people-can-receive-free-home-visits-from-doctors-during
A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-tent-will-be-set-up-next-to-the-viamed-de-calahorra-hospital-la-rioja-to-carry-out-rapid-tests-for-coronavirus
Coronavirus is infectious in air for 8 hours and everyone must wear a face mask.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-infectious-in-air-for-8-hours-and-everyone-must-wear-a-face-mask
"Yves Levy, husband of the former french health minister Agnès Buzyn, inaugurated the P4 laboratory of Wuhan in China, where thethe coronavirus SARS-CoV-2 was created.",PARTLY FALSE,https://www.poynter.org/?ifcn_misinformation=yves-levy-husband-of-the-former-french-health-minister-agnes-buzyn-inaugurated-the-p4-laboratory-of-wuhan-in-china-where-thethe-coronavirus-sars-cov-2-was-created
"A screenshot of a Nigerian television station showing a breakdown of “472 confirmed cases” has been shared on Facebook, Twitter, and WhatsApp alongside claims it shows novel coronavirus cases across the country.",misleading,https://www.poynter.org/?ifcn_misinformation=a-screenshot-of-a-nigerian-television-station-showing-a-breakdown-of-472-confirmed-cases-has-been-shared-on-facebook-twitter-and-whatsapp-alongside-claims-it-shows-novel-coronavirus-cases-across-t
Channel4’s Jon Snow is infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=channel4s-jon-snow-is-infected-with-coronavirus
"A photo has been shared hundreds of times in multiple Facebook, Twitter and Instagram posts alongside a claim that it shows Italy’s president crying over the novel coronavirus epidemic that has claimed thousands of lives in his country.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-has-been-shared-hundreds-of-times-in-multiple-facebook-twitter-and-instagram-posts-alongside-a-claim-that-it-shows-italys-president-crying-over-the-novel-coronavirus-epidemic-that-ha
"Seeing the rise of novel coronavirus in India, the World Health Organization (WHO) has recommended the government of India to lockdown the country from April 15 to June 15.",FALSE,https://www.poynter.org/?ifcn_misinformation=seeing-the-rise-of-novel-coronavirus-in-india-the-world-health-organization-who-has-recommended-the-government-of-india-to-lockdown-the-country-from-april-15-to-june-15
Coronavirus will be cured after a 14 hours curfew.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-will-be-cured-after-a-14-hours-curfew
“Only India can resist CoronaVirus.”- Saudi Crown Prince Mohammad Bin Salman.,FALSE,https://www.poynter.org/?ifcn_misinformation=only-india-can-resist-coronavirus-saudi-crown-prince-mohammad-bin-salman
A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation’s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks — a seeming flouting of precautions during the novel coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-circulating-on-facebook-in-nigeria-appears-to-show-president-muhammadu-buhari-shaking-hands-with-the-nations-code-of-conduct-bureau-chairman-mohammed-isa-while-both-men-are-wearing-fa
"The death of Kobe Bryant overshadowed the news that American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID-19 in August 2019 in the USA.",Partially false,https://www.poynter.org/?ifcn_misinformation=the-death-of-kobe-bryant-overshadowed-the-news-that-american-drugmaker-was-hustling-to-make-a-vaccine-for-coronavirus-and-200-people-died-of-covid-19-in-august-2019-in-the-usa
Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=quotes-joe-biden-as-saying-people-who-have-never-died-before-are-now-dying-from-coronavirus
"The Colombian government has just made it official that all citizens will receive 350,000 pesos a week for staying home to prevent the proliferation” of the new coronavirus COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-colombian-government-has-just-made-it-official-that-all-citizens-will-receive-350000-pesos-a-week-for-staying-home-to-prevent-the-proliferation-of-the-new-coronavirus-covid-19
There is more than 6 000 coronavirus-infected in Ukraine. The government hides the read numbers.,Misleading,https://www.poynter.org/?ifcn_misinformation=there-is-more-than-6-000-coronavirus-infected-in-ukraine-the-government-hides-the-read-numbers
"A purported warning from Australian hospitals has been shared thousands of times in multiple posts on Facebook that using petrol pumps can enable the spread of the novel coronavirus, COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-purported-warning-from-australian-hospitals-has-been-shared-thousands-of-times-in-multiple-posts-on-facebook-that-using-petrol-pumps-can-enable-the-spread-of-the-novel-coronavirus-covid-19
Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=banglore-municipal-body-bbmp-will-be-spraying-medicine-in-the-air-to-kill-coronavirus
"A photo showing hundreds of people in the Montparnasse train station in Paris, despite of confinement measures due to the novel coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-showing-hundreds-of-people-in-the-montparnasse-train-station-in-paris-despite-of-confinement-measures-due-to-the-novel-coronavirus
Bill Gates and Vatican have a plan to depopulate world with coronavirus vaccine.,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-and-vatican-have-a-plan-to-depopulate-world-with-coronavirus-vaccine
It is recommanded to disinfect everything you buy with bleach to prevent you from being infected with the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-recommanded-to-disinfect-everything-you-buy-with-bleach-to-prevent-you-from-being-infected-with-the-coronavirus
Pets can transmit the new coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=pets-can-transmit-the-new-coronavirus
A letter from the ministry of Education saying summer holidays will be postponed because of the coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-letter-from-the-ministry-of-education-saying-summer-holidays-will-be-postponed-because-of-the-coronavirus-outbreak
Cow urine is helpful to fight coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=cow-urine-is-helpful-to-fight-coronavirus
Homeland Security mobilizing national guard to combat coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=homeland-security-mobilizing-national-guard-to-combat-coronavirus
Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus; COVID-19.,FALSE,https://www.poynter.org/?ifcn_misinformation=consuming-alcoholic-beverages-may-help-reduce-the-risk-of-infection-by-the-novel-coronavirus-covid-19
Rinsing throat and nose with warm and salt water will save from getting the new coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=rinsing-throat-and-nose-with-warm-and-salt-water-will-save-from-getting-the-new-coronavirus
Joe Biden tested positive for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=joe-biden-tested-positive-for-coronavirus
Coronavirus cases linked to 5G rollout.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-cases-linked-to-5g-rollout
Photo shows coffins from coronavirus outbreak in Italy.,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-shows-coffins-from-coronavirus-outbreak-in-italy
Chroloquine could cure coronavirus,Unproven,https://www.poynter.org/?ifcn_misinformation=chroloquine-could-cure-coronavirus
“Gale of the wind” and “Neem Tree” leaves are good medicine to protect from the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gale-of-the-wind-and-neem-tree-leaves-are-good-medicine-to-protect-from-the-coronavirus
Gargling with warm water and salt or vinegar can kill coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-water-and-salt-or-vinegar-can-kill-coronavirus
Pope Francis ran away at a public meeting due to coronavirus fear.,FALSE,https://www.poynter.org/?ifcn_misinformation=pope-francis-ran-away-at-a-public-meeting-due-to-coronavirus-fear
Italian doctor saying no one has died from coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=italian-doctor-saying-no-one-has-died-from-coronavirus
"The original form of the Corona Covid-19 virus after being enlarged 2,600 times",Misleading,https://www.poynter.org/?ifcn_misinformation=the-original-form-of-the-corona-covid-19-virus-after-being-enlarged-2600-times
"A post giving a nurse’s advice not to be infected by coronavirus. The nurse is called Claire Magne and works at hospitals in Toulouse, or in Marseille, depending on publications.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-giving-a-nurses-advice-not-to-be-infected-by-coronavirus-the-nurse-is-called-claire-magne-and-works-at-hospitals-in-toulouse-or-in-marseille-depending-on-publications
Bitter gourd juice can cure coronavirus in just two hours.,FALSE,https://www.poynter.org/?ifcn_misinformation=bitter-gourd-juice-can-cure-coronavirus-in-just-two-hours
Saddam Hussein in 90s talking about coronavirus to his cabinet and army that America has threatened him to spread this virus if he doesn’t follow their command.,FALSE,https://www.poynter.org/?ifcn_misinformation=saddam-hussein-in-90s-talking-about-coronavirus-to-his-cabinet-and-army-that-america-has-threatened-him-to-spread-this-virus-if-he-doesnt-follow-their-command
Saddam Hussein predicted coronavirus outbreak 40 years ago.,FALSE,https://www.poynter.org/?ifcn_misinformation=saddam-hussein-predicted-coronavirus-outbreak-40-years-ago
Speech from spanish King Felipe VI about coronavirus was a plagiarism from book “Palmeras en la nieve” or “Las Palmeras”,FALSE,https://www.poynter.org/?ifcn_misinformation=speech-from-spanish-king-felipe-vi-about-coronavirus-was-a-plagiarism-from-book-palmeras-en-la-nieve-or-las-palmeras
Andhra Pradesh Chief Minister YS Jagan Reddy has claimed that ‘Paracetamol’ is the only medication for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=andhra-pradesh-chief-minister-ys-jagan-reddy-has-claimed-that-paracetamol-is-the-only-medication-for-coronavirus
